OBJECTID_First,COUNT,AREA,MEAN
180,13458595.000000000000000,144866531.446913361549377,0.716522044091529
181,29367490.000000000000000,316107767.088757276535034,0.679907680227344
182,23876603.000000000000000,257004587.725907921791077,0.675230182450991
183,3685343.000000000000000,39668543.232199348509312,0.523471220996254
184,7941214.000000000000000,85478174.182198703289032,0.452011871232801
185,7864326.000000000000000,84650561.948537588119507,0.394504118979807
186,34232734.000000000000000,368476608.184199035167694,0.498549078785221
187,29140099.000000000000000,313660160.525646865367889,0.637673640024373
188,16395804.000000000000000,176482259.534775197505951,0.617606919428899
189,13706833.000000000000000,147538532.352900862693787,0.531710789793713
190,9911175.000000000000000,106682573.092760533094406,0.436091482594139
191,18173673.000000000000000,195619005.636206448078156,0.546104576658809
192,16289615.000000000000000,175339255.223566174507141,0.502967688309407
193,7510319.000000000000000,80840077.555632725358009,0.555114103675225
194,7539398.000000000000000,81153080.054626479744911,0.516237503312587
195,3829456.000000000000000,41219756.449211157858372,0.438286795826871
196,8610231.000000000000000,92679384.432527184486389,0.483155213838049
197,14668618.000000000000000,157891058.522807121276855,0.440601698128610
198,46730010.000000000000000,502995629.423396348953247,0.781168140130895
199,70865005.000000000000000,762781514.364476561546326,0.711343589124168
200,12797746.000000000000000,137753240.465190410614014,0.651486753995576
201,13936940.000000000000000,150015373.579764038324356,0.658434993621275
202,8010171.000000000000000,86220418.183818846940994,0.535830633328546
203,2783241.000000000000000,29958436.958006281405687,0.445295610405274
204,5642483.000000000000000,60734938.599324367940426,0.446062841483086
205,4570384.000000000000000,49195007.165344499051571,0.445127805453539
206,19581884.000000000000000,210776802.056664109230042,0.561396135325905
207,4755273.000000000000000,51185127.837872974574566,0.387474914689449
208,9311764.000000000000000,100230592.593969553709030,0.564857850778876
209,4922937.000000000000000,52989840.895106308162212,0.513537548825017
210,6950125.000000000000000,74810223.643142446875572,0.589752990054142
211,1625090.000000000000000,17492253.209868073463440,0.548538234805451
212,1638268.000000000000000,17634099.453952796757221,0.529386522839980
213,3233609.000000000000000,34806138.373695179820061,0.504661200534746
214,2056953.000000000000000,22140769.260039605200291,0.411046338929472
215,20107260.000000000000000,216431879.635375231504440,0.700490867477689
216,7645149.000000000000000,82291369.791931331157684,0.628550339568249
217,47056400.000000000000000,506508848.091389417648315,0.691217390195658
218,3438423.000000000000000,37010729.103393793106079,0.411117829307201
219,4184902.000000000000000,45045730.047248661518097,0.530351009414322
220,11696197.000000000000000,125896313.137425824999809,0.634909449627043
221,17622064.000000000000000,189681559.525011301040649,0.708664830635045
222,3302367.000000000000000,35546240.365710452198982,0.520802805987352
223,2778425.000000000000000,29906598.172795169055462,0.430818539280347
224,3021089.000000000000000,32518601.282111842185259,0.529476622502676
225,3671176.000000000000000,39516051.523294486105442,0.376753389104746
226,4134641.000000000000000,44504727.309811852872372,0.619966521881835
227,5933875.000000000000000,63871443.437413260340691,0.547641128267794
228,2871963.000000000000000,30913428.798018783330917,0.455599184251328
229,6994726.000000000000000,75290302.891315355896950,0.510288322945020
230,9798171.000000000000000,105466213.025485530495644,0.593969323458421
231,2519757.000000000000000,27122330.130231279879808,0.450381524885133
232,2650489.000000000000000,28529512.038084059953690,0.539692864222415
233,4104791.000000000000000,44183425.869082689285278,0.494691934376205
234,2854418.000000000000000,30724576.745168089866638,0.616268184968006
235,2135619.000000000000000,22987519.649868775159121,0.459452739463362
236,3462716.000000000000000,37272215.733197264373302,0.471818653334550
237,11012939.000000000000000,118541814.652007758617401,0.593905677676059
238,6211031.000000000000000,66854713.859749376773834,0.488214275536555
239,5510929.000000000000000,59318908.792500756680965,0.346347049653511
240,2466349.000000000000000,26547453.502209056168795,0.498219838311606
241,2599347.000000000000000,27979026.333502113819122,0.594106904541801
242,4690537.000000000000000,50488318.120384082198143,0.383480185744198
243,3272236.000000000000000,35221914.278252817690372,0.355428520436796
244,6196959.000000000000000,66703244.718243822455406,0.429603132762375
245,16425426.000000000000000,176801106.813746035099030,0.525797260905136
246,3661819.000000000000000,39415334.016396567225456,0.381883430065776
247,2469782.000000000000000,26584405.858859751373529,0.444307230354734
248,3964141.000000000000000,42669487.924742408096790,0.386332625403580
249,2470284.000000000000000,26589809.320275027304888,0.388092219356154
250,5264731.000000000000000,56668866.175929918885231,0.381935563279485
251,4060069.000000000000000,43702044.192959077656269,0.318828571632652
252,6707623.000000000000000,72199964.280338272452354,0.509057232345947
253,3793794.000000000000000,40835895.411379210650921,0.601344986048257
254,5595469.000000000000000,60228886.139209091663361,0.546219450058605
255,6586388.000000000000000,70895006.820813968777657,0.513486906632272
256,5239658.000000000000000,56398983.729584783315659,0.657418671218605
257,3341705.000000000000000,35969669.379961840808392,0.635926869666826
258,1586791.000000000000000,17080007.853804878890514,0.499797389826384
259,3559459.000000000000000,38313544.553313232958317,0.466982201508716
260,3401224.000000000000000,36610324.001427814364433,0.568324814831366
261,3246102.000000000000000,34940611.368637539446354,0.499193802289631
262,6846470.000000000000000,73694494.971826463937759,0.413321755590837
263,3012829.000000000000000,32429691.737709064036608,0.438731836423518
264,1986732.000000000000000,21384919.730075024068356,0.481918044305923
265,10768588.000000000000000,115911652.898452907800674,0.801164646655629
266,11989604.000000000000000,129054507.168247357010841,0.694946471960201
267,3154556.000000000000000,33955222.367197260260582,0.540821592642514
268,2576846.000000000000000,27736828.554009750485420,0.381955693122523
269,5926043.000000000000000,63787140.828241042792797,0.337181319811551
270,4204870.000000000000000,45260662.950715325772762,0.554512030098422
271,2311131.000000000000000,24876707.538152109831572,0.441440576064266
272,5689756.000000000000000,61243778.901086173951626,0.567710636449091
273,1218540.000000000000000,13116202.934208346530795,0.427832488059479
274,3619820.000000000000000,38963262.351097263395786,0.590102270278619
275,796905.000000000000000,8577779.719406258314848,0.433582421995091
276,11929760.000000000000000,128410354.289889022707939,0.728698733251990
277,32162602.000000000000000,346193981.916207313537598,0.758866648911009
278,13056919.000000000000000,140542944.260771691799164,0.744386328811558
279,10657597.000000000000000,114716960.496175810694695,0.747615621044790
280,9395669.000000000000000,101133734.884903579950333,0.720617552619206
281,20743308.000000000000000,223278215.942675232887268,0.699335660445269
282,31679710.000000000000000,340996196.478465616703033,0.703642583849417
283,97572450.000000000000000,1050256909.898646950721741,0.759836101276500
284,3498889.000000000000000,37661577.107250735163689,0.431671596326728
285,2615870.000000000000000,28156877.713909752666950,0.370463364005090
286,2200155.000000000000000,23682176.593885440379381,0.448670207326297
287,3384327.000000000000000,36428446.934627123177052,0.457800620330126
288,2241734.000000000000000,24129727.434893082827330,0.334478131660584
289,2894311.000000000000000,31153979.705804895609617,0.495990582905566
290,5073352.000000000000000,54608888.004227839410305,0.431032973860277
291,4762606.000000000000000,51264059.277231998741627,0.407928768409576
292,6150819.000000000000000,66206599.878202155232430,0.497173303262525
293,3033761.000000000000000,32655001.009311839938164,0.313690168737749
294,5336896.000000000000000,57445640.664044506847858,0.234236717372799
295,3886275.000000000000000,41831348.628802128136158,0.492201915716200
296,6424794.000000000000000,69155630.438462570309639,0.484886986259802
297,1977889.000000000000000,21289734.851000718772411,0.483369390294402
298,4816242.000000000000000,51841390.067012555897236,0.489725599336570
299,5840474.000000000000000,62866087.462018124759197,0.491045761011849
300,14823788.000000000000000,159561287.821230739355087,0.446963488684548
301,21486152.000000000000000,231274090.228672474622726,0.578672532894662
302,33921912.000000000000000,365130961.403283715248108,0.649427190306989
303,19554990.000000000000000,210487318.607854396104813,0.575688609403537
304,11108346.000000000000000,119568762.945329293608665,0.550712410290410
305,22383960.000000000000000,240937976.456416934728622,0.526721813298380
306,12539442.000000000000000,134972890.470345973968506,0.557403909998541
307,14115336.000000000000000,151935604.461516827344894,0.499674184163952
308,8422620.000000000000000,90659964.513041764497757,0.473646917467479
309,3174465.000000000000000,34169520.202489621937275,0.351395904506736
310,4544968.000000000000000,48921432.712494499981403,0.485993960793569
311,6697167.000000000000000,72087417.283210501074791,0.472600728039203
312,8006941.000000000000000,86185650.892242446541786,0.557252139112816
313,8108031.000000000000000,87273770.243777170777321,0.427165485677092
314,12383497.000000000000000,133294319.174717500805855,0.714566975709715
315,6868344.000000000000000,73929943.806483417749405,0.620888091802024
316,8874521.000000000000000,95524166.937395244836807,0.513626707289340
317,5140447.000000000000000,55331089.684821583330631,0.399626530533242
318,3531380.000000000000000,38011305.921680599451065,0.465008863390522
319,29861146.000000000000000,321421414.794773936271667,0.491214637241310
320,20240683.000000000000000,217868027.110296756029129,0.616196992957222
321,12526112.000000000000000,134829408.118422359228134,0.595703918342717
322,6446172.000000000000000,69385740.394908413290977,0.569877750702273
323,8604256.000000000000000,92615070.325044542551041,0.571197323743066
324,4206033.000000000000000,45273181.328456297516823,0.360187140709544
325,13715456.000000000000000,147631349.181155711412430,0.540586765762679
326,27361962.000000000000000,294520529.707762837409973,0.548731520056968
327,9782413.000000000000000,105296596.003609135746956,0.465083103729107
328,3780888.000000000000000,40696976.939216710627079,0.680961456673670
329,4230310.000000000000000,45534495.736381992697716,0.436628994092631
330,54991980.000000000000000,591926378.644875645637512,0.577759847890590
331,39058251.000000000000000,420417833.120985865592957,0.550707941325874
332,12511410.000000000000000,134671157.740479320287704,0.537736194401743
333,28416609.000000000000000,305872610.128556549549103,0.535460476652954
334,40666841.000000000000000,437732482.519395589828491,0.574217899049497
335,33944848.000000000000000,365377841.465078175067902,0.579655769853480
336,29182434.000000000000000,314115848.850379526615143,0.518238163410243
337,3696852.000000000000000,39792424.581658378243446,0.516000640544962
338,9482074.000000000000000,102063786.844240382313728,0.424508287954736
339,19151556.000000000000000,206144808.542891889810562,0.614956455757453
340,21724213.000000000000000,233836547.256525933742523,0.942919727402786
